institution,academic_year,programme,established,graduate,registered,enrolled,active
University of West Attica,2020-2021,Energy Technology Engineering,24/11/1983,2,224,0,1
University of West Attica,2020-2021,Energy Technology Engineering,24/11/1983,10,114,0,9
University of West Attica,2020-2021,Electronic Computing Systems Engineering,24/11/2018,39,941,0,11
University of West Attica,2020-2021,Informatics Engineering,24/11/1983,39,585,0,56
University of West Attica,2020-2021,Surveying and Geoinformatics Engineering,24/11/1983,16,241,0,8
University of West Attica,2020-2021,Mechanical Engineering,24/11/1983,43,1858,0,45
University of West Attica,2020-2021,Naval Architects,24/11/1973,28,330,0,38
University of West Attica,2020-2021,Nursing,24/11/1983,18,190,0,2
University of West Attica,2020-2021,Dental Technology,27/11/1983,20,156,0,14
University of West Attica,2020-2021,Oenology and Beverage Technology,24/11/1983,14,227,0,0
University of West Attica,2020-2021,Optics and Optometry,24/11/1983,9,101,0,2
University of West Attica,2020-2021,Civil Engineering,24/11/1983,15,273,0,17
University of West Attica,2020-2021,Civil Engineering,14/09/2009,22,980,0,15
University of West Attica,2020-2021,Preschool Education,24/11/1983,7,68,0,0
University of West Attica,2020-2021,Conservation of Antiquities and Works of Art,24/11/1983,20,87,0,1
University of West Attica,2020-2021,Graphic Arts Technology,24/11/1983,30,206,0,25
University of West Attica,2020-2021,Food Technology,07/03/1983,32,428,0,2
University of West Attica,2020-2021,Physiotherapy,24/11/1983,8,127,0,1
University of West Attica,2020-2021,Photography and Audiovisual Arts,01/10/1985,39,276,0,3
University of Western Macedonia,2020-2021,Agriculture,07/05/2019,0,436,267,436
University of Western Macedonia,2020-2021,International and European Economic Studies,07/05/2019,0,502,318,502
University of Western Macedonia,2020-2021,Management Science and Technology,07/05/2019,0,634,352,634
University of Western Macedonia,2020-2021,Fine and Applied Arts,31/08/2006,53,512,86,430
University of Western Macedonia,2020-2021,Communication and Digital Media,07/05/2019,0,462,250,460
University of Western Macedonia,2020-2021,Occupational Therapy,07/05/2019,0,179,121,179
University of Western Macedonia,2020-2021,Electrical and Computer Engineering,02/08/2005,47,800,162,702
University of Western Macedonia,2020-2021,Accounting and Finance,07/05/2019,23,571,423,571
University of Western Macedonia,2020-2021,Mathematics,07/05/2019,0,140,92,140
University of Western Macedonia,2020-2021,Midwifery,07/05/2019,55,428,243,428
University of Western Macedonia,2020-2021,Mineral Resources Engineering,07/05/2019,0,303,184,303
University of Western Macedonia,2020-2021,Product and Systems Design Engineering,07/05/2019,0,339,209,339
University of Western Macedonia,2020-2021,Mechanical Engineering,06/09/1999,46,255,166,165
University of Western Macedonia,2020-2021,Economic Sciences,07/05/2019,0,141,118,141
University of Western Macedonia,2020-2021,Business Administration,07/05/2019,6,396,369,396
University of Western Macedonia,2020-2021,Primary Education Pedagogy,10/10/1989,110,497,198,429
University of Western Macedonia,2020-2021,Kindergarten Pedagogy,02/04/1993,117,560,300,511
University of Western Macedonia,2020-2021,Regional and Cross-Border Development,07/05/2019,0,553,304,553
University of Western Macedonia,2020-2021,Informatics,07/05/2019,2,312,239,310
University of Western Macedonia,2020-2021,Statistics and Insurance Science,07/05/2019,0,453,276,453
University of Western Macedonia,2020-2021,Chemical Engineering,07/05/2019,12,449,102,449
University of Western Macedonia,2020-2021,Psychology,07/05/2019,0,231,155,231
University of Western Macedonia,2020-2021,Industrial Design,12/01/1996,42,1863,0,519
University of Western Macedonia,2020-2021,International Trade,23/05/1995,2,1363,0,144
University of Western Macedonia,2020-2021,Business Administration,05/06/2013,84,1958,0,1100
University of Western Macedonia,2020-2021,Business Administration,05/06/2013,106,2233,0,805
University of Western Macedonia,2020-2021,Electrical Engineering,14/10/1976,62,2036,0,514
University of Western Macedonia,2020-2021,Accounting and Finance,07/05/2019,130,1175,0,1063
University of Western Macedonia,2020-2021,Midwifery,12/03/2009,17,282,0,199
University of Western Macedonia,2020-2021,Anti-Pollution Engineering,06/09/1999,25,1524,0,510
University of Western Macedonia,2020-2021,Geoenvironmental Technology Engineering,05/06/2013,52,1655,0,510
University of Western Macedonia,2020-2021,Informatics Engineering,07/05/2019,64,1305,0,418
University of Western Macedonia,2020-2021,Mechanical Engineering,24/11/1983,98,1559,0,486
University of Western Macedonia,2020-2021,Agricultural Technologists,05/06/2013,72,3495,0,600
University of Western Macedonia,2020-2021,Digital Media and Communication,06/09/1999,58,2465,0,613
University of Thessaly,2020-2021,Architectural Engineering,06/09/1999,111,842,134,770
University of Thessaly,2020-2021,Biochemistry and Biotechnology,10/03/2000,94,720,125,518
University of Thessaly,2020-2021,Agriculture - Agricultural Technology,29/01/2019,0,340,181,340
University of Thessaly,2020-2021,"Agriculture, Fisheries and Aquatic Environment",05/07/2001,65,736,167,590
University of Thessaly,2020-2021,"Agriculture, Plant Production and Agricultural Environment",05/07/2001,107,833,146,688
University of Thessaly,2020-2021,Linguistic and Cross-Cultural Studies,29/01/2019,0,192,99,192
University of Thessaly,2020-2021,"Forestry, Wood Sciences and Design",29/01/2019,0,378,200,378
University of Thessaly,2020-2021,Public and Unified Health,29/01/2019,0,189,96,189
University of Thessaly,2020-2021,Dietology and Nutrition Science,29/01/2019,8,241,148,241
University of Thessaly,2020-2021,Business Administration,19/04/2019,17,594,332,594
University of Thessaly,2020-2021,Animal Production Science,29/01/2019,0,213,118,213
University of Thessaly,2020-2021,Food Science and Nutrition,29/01/2019,0,248,139,248
University of Thessaly,2020-2021,Physical Education and Sports Science,20/03/1984,190,1045,201,753
University of Thessaly,2020-2021,Electrical and Computer Engineering,10/03/2000,119,1334,202,929
University of Thessaly,2020-2021,Medicine,31/05/1985,100,778,132,682
University of Thessaly,2020-2021,"History, Archaeology and Social Anthropology",28/04/1993,118,843,116,563
University of Thessaly,2020-2021,Veterinary Medicine,28/04/1993,94,481,91,448
University of Thessaly,2020-2021,Accounting and Finance,19/04/2019,0,465,250,465
University of Thessaly,2020-2021,Mathematics,29/01/2019,0,177,111,177
University of Thessaly,2020-2021,"Spatial Planning, Urban Planning and Regional Development Engineering",20/03/1984,57,554,80,441
University of Thessaly,2020-2021,Mechanical Engineering,31/05/1985,78,827,102,673
University of Thessaly,2020-2021,Nursing,29/01/2019,69,409,319,409
University of Thessaly,2020-2021,Economic Sciences,06/09/1999,214,1440,264,1032
University of Thessaly,2020-2021,Primary Education Pedagogy,31/05/1985,191,879,195,719
University of Thessaly,2020-2021,Special Education Pedagogy,28/04/1993,149,624,132,506
University of Thessaly,2020-2021,Preschool Education Pedagogy,20/03/1984,160,861,185,702
University of Thessaly,2020-2021,Environment,29/01/2019,0,329,172,329
University of Thessaly,2020-2021,Informatics and Telecommunications,05/06/2013,43,845,175,729
University of Thessaly,2020-2021,Informatics with Applications in Biomedicine,02/03/2004,96,992,188,733
University of Thessaly,2020-2021,Civil Engineering,28/04/1993,55,669,101,540
University of Thessaly,2020-2021,Culture and Creative Media and Industries,29/01/2019,0,183,97,183
University of Thessaly,2020-2021,Energy Systems,29/01/2019,0,306,164,306
University of Thessaly,2020-2021,Physics,29/01/2019,0,163,109,163
University of Thessaly,2020-2021,Physiotherapy,29/01/2019,10,302,205,302
University of Thessaly,2020-2021,Digital Systems,29/01/2019,0,568,310,568
University of Thessaly,2020-2021,Forestry and Natural Environment Management,23/06/2005,6,447,0,98
University of Thessaly,2020-2021,Nutrition and Dietetics,03/10/2009,77,420,0,263
University of Thessaly,2020-2021,Business Administration,03/06/2013,139,2794,0,1117
University of Thessaly,2020-2021,Electrical Engineering,24/11/1983,66,1165,0,419
University of Thessaly,2020-2021,Electronic Engineering,22/08/1994,43,1210,0,309
University of Thessaly,2020-2021,Medical Laboratories,24/11/1983,63,637,0,243
University of Thessaly,2020-2021,Accounting and Finance,01/09/2013,181,1454,0,671
University of Thessaly,2020-2021,Informatics Engineering,01/09/2013,112,2120,0,894
University of Thessaly,2020-2021,Informatics Engineering,01/09/2000,110,1754,0,428
University of Thessaly,2020-2021,Mechanical Engineering,24/11/1983,85,1348,0,478
University of Thessaly,2020-2021,Nursing,24/11/1983,69,684,0,407
University of Thessaly,2020-2021,Nursing,22/10/1994,62,853,0,308
University of Thessaly,2020-2021,Civil Engineering,27/11/1985,85,1371,0,330
University of Thessaly,2020-2021,Civil Engineering,01/09/2013,24,511,0,189
University of Thessaly,2020-2021,Wood and Furniture Design and Technology,06/09/1999,29,751,0,377
University of Thessaly,2020-2021,Food Technology,01/09/2005,66,696,0,397
University of Thessaly,2020-2021,Agricultural Technologists,03/06/2013,135,3244,0,828
University of Thessaly,2020-2021,Physiotherapy,22/08/1994,39,701,0,304
University of Ioannina,2020-2021,Early Childhood Care and Education,01/10/2018,58,254,132,254
University of Ioannina,2020-2021,Architectural Engineering,02/10/2009,9,259,64,259
University of Ioannina,2020-2021,Biological Applications and Technologies,06/09/1999,92,831,125,624
University of Ioannina,2020-2021,Agriculture,01/10/2018,22,365,240,365
University of Ioannina,2020-2021,Fine Arts and Art Sciences,11/05/2016,67,835,81,517
University of Ioannina,2020-2021,Medicine,22/07/1977,215,1211,167,894
University of Ioannina,2020-2021,History and Archaeology,18/10/1984,319,1801,274,969
University of Ioannina,2020-2021,Accounting and Finance,01/09/2018,31,435,265,435
University of Ioannina,2020-2021,Speech Therapy,01/10/2018,42,399,253,399
University of Ioannina,2020-2021,Mathematics,14/03/1966,168,2426,217,1173
University of Ioannina,2020-2021,Materials Science Engineering,06/09/1999,36,1253,132,848
University of Ioannina,2020-2021,Electronic Computers and Informatics Engineering,10/04/1990,111,1926,262,1496
University of Ioannina,2020-2021,Music Studies,03/08/2018,1,323,167,323
University of Ioannina,2020-2021,Nursing,01/10/2018,42,308,308,308
University of Ioannina,2020-2021,Economic Sciences,20/09/1996,258,1299,396,882
University of Ioannina,2020-2021,Primary Education Pedagogy,01/09/1982,252,1212,242,915
University of Ioannina,2020-2021,Kindergarten Pedagogy,01/09/1987,222,1424,220,1130
University of Ioannina,2020-2021,Informatics and Telecommunications,03/08/2018,11,386,206,386
University of Ioannina,2020-2021,Philology,18/10/1984,218,1731,205,928
University of Ioannina,2020-2021,Philosophy,03/08/2018,14,348,258,347
University of Ioannina,2020-2021,"Philosophy, Pedagogy and Psychology",18/10/1984,51,837,0,80
University of Ioannina,2020-2021,Physics,12/12/1970,109,1663,164,751
University of Ioannina,2020-2021,Chemistry,06/10/1976,156,1049,153,648
University of Ioannina,2020-2021,Psychology,03/08/2018,174,750,108,735
University of Ioannina,2020-2021,Business Administration,06/09/1999,52,922,0,258
University of Ioannina,2020-2021,Tourism Business and Hospitality Management,27/11/1996,9,300,0,141
University of Ioannina,2020-2021,Folk and Traditional Music,06/09/1999,33,862,0,315
University of Ioannina,2020-2021,Accounting and Finance,03/06/2013,74,1312,0,571
University of Ioannina,2020-2021,Speech Therapy,06/09/1999,39,393,0,266
University of Ioannina,2020-2021,Informatics Engineering,26/05/1998,46,1540,0,486
University of Ioannina,2020-2021,Nursing,24/10/1984,67,562,0,182
University of Ioannina,2020-2021,Preschool Education,24/10/1984,49,150,0,83
University of Ioannina,2020-2021,Agricultural Technologists,25/07/2013,57,1035,0,435
University of Crete,2020-2021,Biology,10/09/1976,89,700,123,574
University of Crete,2020-2021,Materials Science and Engineering,01/09/2000,58,940,110,568
University of Crete,2020-2021,Computer Science,15/04/1983,114,1471,199,999
University of Crete,2020-2021,Applied Mathematics,06/09/1999,60,1161,170,772
University of Crete,2020-2021,Medicine,10/09/1976,134,1022,128,898
University of Crete,2020-2021,History and Archaeology,15/04/1983,115,1468,163,890
University of Crete,2020-2021,Sociology,27/04/1984,127,1439,187,845
University of Crete,2020-2021,Mathematics,10/09/1976,80,1234,151,782
University of Crete,2020-2021,Economic Sciences,01/09/1987,181,2056,283,1341
University of Crete,2020-2021,Primary Education Pedagogy,07/09/1983,158,1278,204,876
University of Crete,2020-2021,Preschool Education Pedagogy,07/09/1983,137,1314,203,972
University of Crete,2020-2021,Political Science,01/09/1999,95,1164,189,775
University of Crete,2020-2021,Philology,15/04/1983,151,1214,160,792
University of Crete,2020-2021,Philosophical and Social Studies,15/04/1983,120,1410,186,814
University of Crete,2020-2021,Physics,21/09/1978,84,1302,153,791
University of Crete,2020-2021,Chemistry,15/04/1983,104,710,121,560
